comparison,frame_id,view_id,label,label_name,selection_reasons,baseline_score,candidate_score,delta_score,baseline_rank,candidate_rank,delta_rank,baseline_contribution,candidate_contribution,delta_contribution,positive_flip_count,negative_flip_count,net_flip_count,positive_as_abnormal,positive_as_normal,negative_as_abnormal,negative_as_normal,rgb_export,depth_export,depth_preview
cam4_depth_isolated,20251112_191827_Cam4_00095,4,1,broken,positive_pair_abnormal,0.11741316,0.04711301,-0.07030015,6,1,5,0.5,1.0,0.5,4,0,4,4,0,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\broken_20251112_191827_Cam4_00095\20251112_191827_Cam4_00095.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\broken_20251112_191827_Cam4_00095\20251112_191827_Cam4_00095.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\broken_20251112_191827_Cam4_00095\depth_preview.png
cam4_depth_isolated,20251210_185619_Cam4_00024,4,1,broken,top_positive_delta|manual_focus,0.08611812,0.01193523,-0.07418289,15,5,10,0.125,0.75,0.625,5,0,5,5,0,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\broken_20251210_185619_Cam4_00024\20251210_185619_Cam4_00024.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\broken_20251210_185619_Cam4_00024\20251210_185619_Cam4_00024.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\broken_20251210_185619_Cam4_00024\depth_preview.png
cam4_depth_isolated,20251210_185619_Cam4_00034,4,0,good,positive_pair_normal,0.13441251,0.00626998,-0.12814253,1,7,-6,0.0,0.5,0.5,5,0,5,0,5,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\good_20251210_185619_Cam4_00034\20251210_185619_Cam4_00034.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\good_20251210_185619_Cam4_00034\20251210_185619_Cam4_00034.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\good_20251210_185619_Cam4_00034\depth_preview.png
cam4_depth_isolated,20251210_185619_Cam4_00046,4,0,good,top_negative_delta|negative_pair_normal|negative_pair_normal|manual_focus,0.08487365,0.00453128,-0.08034237,16,12,4,0.9,0.8,-0.1,1,2,-1,0,1,0,2,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\good_20251210_185619_Cam4_00046\20251210_185619_Cam4_00046.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\good_20251210_185619_Cam4_00046\20251210_185619_Cam4_00046.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam4_depth_isolated\good_20251210_185619_Cam4_00046\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00007,5,1,broken,top_negative_delta|negative_pair_abnormal,0.05124249,0.02230523,-0.02893726,5,6,-1,0.85714286,0.71428571,-0.14285714,0,1,-1,0,0,1,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00007\20251112_191827_Cam5_00007.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00007\20251112_191827_Cam5_00007.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00007\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00012,5,0,good,top_positive_delta|positive_pair_normal,0.02562905,0.01837981,-0.00724924,11,12,-1,0.85714286,1.0,0.14285714,1,0,1,0,1,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00012\20251112_191827_Cam5_00012.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00012\20251112_191827_Cam5_00012.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00012\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00022,5,0,good,top_positive_delta|positive_pair_normal|positive_pair_normal|manual_focus,0.02910137,0.01813896,-0.01096241,8,13,-5,0.71428571,1.0,0.28571429,2,0,2,0,2,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00022\20251112_191827_Cam5_00022.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00022\20251112_191827_Cam5_00022.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00022\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00033,5,0,good,top_negative_delta|negative_pair_normal,0.04737211,0.02522786,-0.02214425,6,4,2,0.71428571,0.57142857,-0.14285714,0,1,-1,0,0,0,1,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00033\20251112_191827_Cam5_00033.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00033\20251112_191827_Cam5_00033.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00033\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00036,5,0,good,positive_pair_normal,0.02629165,0.01935928,-0.00693237,9,9,0,0.71428571,0.85714286,0.14285714,1,0,1,0,1,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00036\20251112_191827_Cam5_00036.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00036\20251112_191827_Cam5_00036.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00036\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00040,5,0,good,negative_pair_normal|manual_focus,0.02430699,0.01934048,-0.00496651,13,10,3,1.0,0.85714286,-0.14285714,0,1,-1,0,0,0,1,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00040\20251112_191827_Cam5_00040.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00040\20251112_191827_Cam5_00040.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00040\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00046,5,0,good,positive_pair_normal,0.03190125,0.02023137,-0.01166988,7,8,-1,0.71428571,0.85714286,0.14285714,1,0,1,0,1,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00046\20251112_191827_Cam5_00046.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00046\20251112_191827_Cam5_00046.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\good_20251112_191827_Cam5_00046\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00067,5,1,broken,top_positive_delta|positive_pair_abnormal|positive_pair_abnormal|positive_pair_abnormal|manual_focus,0.02623099,0.02134557,-0.00488542,10,7,3,0.28571429,0.71428571,0.42857143,3,0,3,3,0,0,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00067\20251112_191827_Cam5_00067.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00067\20251112_191827_Cam5_00067.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00067\depth_preview.png
cam5_fusion,20251112_191827_Cam5_00123,5,1,broken,positive_pair_abnormal|positive_pair_abnormal|negative_pair_abnormal|manual_focus,0.0246876,0.01917673,-0.00551087,12,11,1,0.14285714,0.28571429,0.14285714,2,1,1,2,0,1,0,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00123\20251112_191827_Cam5_00123.jpg,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00123\20251112_191827_Cam5_00123.tiff,outputs\rail_peft\cam4_p1_20260501_225618\diagnostics\key_frames_server\cam5_fusion\broken_20251112_191827_Cam5_00123\depth_preview.png
